solution_id,source_id,n_transits,transit_id,g_transit_time,g_transit_flux,g_transit_flux_error,g_transit_flux_over_error,g_transit_mag,g_transit_n_obs,bp_obs_time,bp_flux,bp_flux_error,bp_flux_over_error,bp_mag,rp_obs_time,rp_flux,rp_flux_error,rp_flux_over_error,rp_mag,photometry_flag_noisy_data,photometry_flag_sm_unavailable,photometry_flag_af1_unavailable,photometry_flag_af2_unavailable,photometry_flag_af3_unavailable,photometry_flag_af4_unavailable,photometry_flag_af5_unavailable,photometry_flag_af6_unavailable,photometry_flag_af7_unavailable,photometry_flag_af8_unavailable,photometry_flag_af9_unavailable,photometry_flag_bp_unavailable,photometry_flag_rp_unavailable,photometry_flag_sm_reject,photometry_flag_af1_reject,photometry_flag_af2_reject,photometry_flag_af3_reject,photometry_flag_af4_reject,photometry_flag_af5_reject,photometry_flag_af6_reject,photometry_flag_af7_reject,photometry_flag_af8_reject,photometry_flag_af9_reject,photometry_flag_bp_reject,photometry_flag_rp_reject,variability_flag_g_reject,variability_flag_bp_reject,variability_flag_rp_reject
375316653866487564,4038145607726653440,26,"[17497731530945005,26973345270481020,29824455731626726,37276816967647824,38834321032877195,38838413320311145,40147381265122287,40151473560008507,47716048377254165,47725789192548637,49383877887145200,49387970155548732,50559005431306065,50563097692390580,50572838569406615,58052889335976111,58056981627716978,59848976895856859,60858248138592380,68485527041782675,70470946718752849,70475038977860393,71208024361833890,71217765082347433,71221857365971689,71231598272476266]","[1713.2829801935645,NaN,1936.2064808523253,2070.978325633583,2099.142330845923,2099.216330565902,2122.886108508659,2122.9601373068713,2259.762858120707,2259.9390044783636,2289.9276391245107,2290.0016527306343,2311.1810850019037,2311.2550691900233,2311.431269954238,2446.702059067517,2446.7760309208857,2479.1802397466695,2497.430840357927,2635.3693304027142,2671.2779751530347,2671.351987771991,2684.6087040215857,2684.7848441463834,2684.8588561865104,2685.035027763692]","[17097.717502002073,NaN,17134.60294550961,16945.759120815925,17142.543459240092,17161.115557217043,17515.04181024854,17577.70273666604,17729.400521750827,17825.689464890973,17780.258080076208,17697.709700532767,17734.432638661692,17696.73041776551,17716.552089968354,18117.28199558275,18142.364896525523,18288.364507830684,18515.31549705224,18427.77530097228,18209.496131186384,18167.679718970034,18752.620408787843,18764.595316621842,18585.793982298164,18403.080585814612]","[17.428079510687947,NaN,37.33184975012912,31.653036839585663,31.57604555512866,13.91689273857025,25.350468045750024,23.769528649710505,25.764499259796466,41.89975856797748,137.89093740327965,22.776968080109754,33.40261926385937,23.219273580954454,19.768721609506947,23.035871729342002,32.85935476635547,26.32276121983341,13.307819042012166,25.861531992609976,31.02509980120761,17.233824882514384,29.440650129224775,18.634060638424526,30.202144570006514,23.147421202933884]","[981.04425,NaN,458.9808,535.3597,542.8971,1233.114,690.9159,739.50574,688.13293,425.43655,128.94435,777.00024,530.9294,762.1569,896.1911,786.48126,552.12177,694.7738,1391.311,712.5554,586.92786,1054.1874,636.9635,1007.0052,615.37994,795.038]","[15.105021524181753,NaN,15.102681754255563,15.114714295202505,15.10217871918409,15.101003077767391,15.0788389211516,15.074961577864999,15.065631739065296,15.059751025653705,15.062521715917292,15.067574199566124,15.065323619436565,15.067634279214332,15.06641885336996,15.042134256614784,15.040632122956453,15.031929694258896,15.018539075219469,15.023684596944706,15.036622045192237,15.039118204480761,15.004711960288027,15.004018860271188,15.014414069999582,15.025140547380023]","[9,0,8,8,9,9,8,9,9,8,9,9,9,8,9,9,8,8,9,8,9,9,8,9,9,9]","[1713.2832943989551,1884.6410390885844,1936.2068236334544,2070.978668392946,2099.142645812383,NaN,2122.8864512024466,2122.960452171751,2259.763173203354,2259.9393468252624,2289.9279539005965,2290.0019678001845,2311.1814000664144,2311.255412042472,2311.4315841732914,2446.702373478893,2446.7763737250225,2479.1805682123268,2497.4311552767413,2635.3696171224287,2671.2782899854287,2671.352302744797,2684.6089910444166,2684.7851589592865,2684.8591707480255,2685.035342042661]","[7922.410942944272,7754.459892619606,8083.010612708938,65199.2644550606,8047.63568535122,NaN,8256.404030006883,8185.026007545107,8372.412235799053,8461.413687807564,8286.750127015996,8375.998373915392,8230.134434566831,8997.020831397716,8306.468535579499,8597.25666813448,8549.1655801546,8720.091742707902,8746.110797554973,8705.25522373858,8672.85345433101,8641.06165130579,8785.323744585205,8960.265693347086,8789.1557312692,8664.806056330704]","[66.22939485856195,53.07355741656915,56.29752572012235,122.30642783377749,48.69084822877276,NaN,46.31505298986585,47.90700371755201,47.43841549808377,57.25373227829333,47.480169097477024,47.747335990254285,56.89788691906594,48.794453974512884,46.197218474587494,45.08246595077935,47.262022790913925,49.488282819420924,48.58061989768824,46.82531861481191,47.28659335101239,46.92118330567108,48.700810951671855,50.26022466961139,48.61284179177058,46.50924215940695]","[119.620766,146.10779,143.57666,533.08124,165.28026,NaN,178.2661,170.85239,176.49013,147.78798,174.53076,175.42337,144.64745,184.38614,179.80452,190.70067,180.88869,176.20518,180.03291,185.90915,183.41042,184.16121,180.39378,178.27747,180.79906,186.30289]","[15.591398801002839,15.614663330611535,15.569609343266643,13.30293547512218,15.574371446437944,NaN,15.546564872910237,15.555992056545021,15.531415706488334,15.519934894038306,15.542581606740027,15.530950754901177,15.550024892738305,15.453295400719679,15.540001154979514,15.502642484187783,15.508732894362588,15.487239580546818,15.484004778855633,15.489088444700991,15.493137195409414,15.497124456539193,15.479147790434796,15.457739996484845,15.478674316753755,15.494145099848316]","[1713.2833837888368,1884.6411269807363,1936.206911331537,2070.97875609698,2099.1427310478216,NaN,2122.8865387668625,2122.9605387139054,2259.763258806998,2259.9394362616354,2289.9280406889898,2290.0020534542887,2311.1814849961042,2311.255499583743,2311.4316736344513,2446.7024619096223,2446.776461159748,2479.180656656354,2497.4312409185995,2635.369704066,2671.2783764668593,2671.352388925468,2684.609076125769,2684.7852455095226,2684.8592590650505,2685.0354312869417]","[12788.227401241376,12858.978944028047,13024.920169426272,84048.19017023966,18778.52374435419,NaN,13226.983638910635,13285.547258112269,13376.520293447511,13349.158170921139,13362.739020941477,13477.711545096332,13387.732602876713,17156.343723725997,13279.95491829523,13503.459761860911,13524.156125284879,119401.49350919465,13908.972358816725,14400.23923880113,13701.901004183594,13601.505113003832,14648.501502306257,14163.31751678713,13936.474465172301,13649.746774227986]","[58.76858099328099,57.640870852333514,59.912684961011514,138.47457187403376,72.80978863065098,NaN,57.127932529738125,58.00398282122916,58.33556755499263,57.56191678025896,58.133578274194036,58.36956428512693,68.54845557205549,64.41818109400035,56.984435478681604,56.511520785147056,57.83072726450625,235.53719314659088,60.201250536721886,59.49707593331254,58.66411019610056,58.581737224877,60.69426831659612,61.23756245756359,57.388018462642,57.238649157823744]","[217.60313,223.08786,217.39838,606.9576,257.91208,NaN,231.53268,229.04543,229.303,231.90955,229.86266,230.90308,195.30319,266.32767,233.0453,238.95056,233.85762,506.93265,231.04126,242.03271,233.5653,232.17996,241.34901,231.2848,242.84642,238.47081]","[14.48086962533931,14.474879288194881,14.460957825752395,12.436574585881308,14.063741882085676,NaN,14.44424346028794,14.439446879734287,14.432037619275038,14.434260803804138,14.433156784743037,14.42385510813946,14.431127927452474,14.161833654523404,14.439903999336849,14.42178286455021,14.420120061914405,12.055371103376762,14.389657891016704,14.351971232856078,14.405943437578818,14.413928078371658,14.33341250130053,14.369983022699277,14.38751319264102,14.410084014759505]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""True"",""True"",""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""True"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""True"",""True"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""True"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""True"",""True"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]"
375316653866487564,4038145672122063744,23,"[17497732086296909,26973344879892310,29824455439729085,37272725230610204,37276817528766903,38834321311536568,38838413599625877,40147381880898469,40151474175129328,49383877297714536,49387969565593779,50559005086062137,50563097349505947,58056982183068884,59848977170715144,60858248770097263,68485526746215019,70470946094719108,70475038353302363,71208023905178811,71217764630673087,71221856916132350,71231597828404092]","[1713.2829898336015,1884.640738839003,1936.2064761991192,2070.9043630502383,2070.978335441302,2099.142335345893,2099.2163420984466,2122.8861190213106,2122.9601478127347,2289.927629062407,2290.0016426579427,2311.181079390426,2311.2550636179776,2446.7760405404983,2479.1802581711604,2497.430851147727,2635.3693255429052,2671.277964489457,2671.3519771005135,2684.60869638805,2684.7848366026697,2684.858848681521,2685.035020349264]","[428.0945963846866,401.5844667000683,434.72589668045833,378.3257941608583,415.10547944906045,391.779517688502,368.6075258492373,321.0646242123037,365.85184644437237,374.30579509418345,361.7434317143061,442.4319718414992,345.12142049775974,329.3609747802185,380.1396186434418,381.79449858827905,386.9451467402127,372.7034840427384,365.45108942186215,355.9736567373417,379.1673263341155,383.6540535660601,371.78977491394625]","[8.625258213682516,11.596413498189605,7.20830577207009,4.448525104665937,104.69998414027773,5.77897261434594,4.7493673535126115,4.181641798002589,5.7340182345558794,3.855382048227647,4.511302573561027,8.363129536517654,4.727877099789871,5.615857665521156,9.051456387446692,4.573247878387405,17.22602426096658,7.535904349509596,5.842411901336686,4.858756210918657,6.233374156269407,7.000381250172141,7.372388876881126]","[49.63267,34.63006,60.309025,85.04522,3.9647138,67.793976,77.61192,76.779564,63.803745,97.08656,80.18603,52.90268,72.99712,58.648384,41.99762,83.48432,22.462824,49.457035,62.551407,73.26436,60.828583,54.804737,50.430027]","[19.108517502066423,19.177924602211885,19.09182808719944,19.242701986069072,19.141970701648404,19.204762548930876,19.27095637217683,19.420885725965203,19.27910373893697,19.254300489505013,19.291365231441958,19.07275060899126,19.342437078829228,19.393186518720917,19.23750903031715,19.232792701555038,19.218243357328035,19.258958235630715,19.280293714885012,19.308822217326515,19.240289601588895,19.22751738911152,19.26162326333352]","[9,9,8,9,8,9,8,8,9,9,9,8,8,8,9,9,8,9,9,8,9,9,8]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2684.785151400751,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021.1047334335468,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.307188492977964,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.348408,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.81586649226601,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2684.785238039104,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2421.948730530926,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.25820867956004,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,80.0427,NaN,NaN]","[NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.287483137501194,NaN,NaN]","[""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""True"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""True"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""True"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""True"",""False"",""False"",""False""]","[""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""True""]","[""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""False"",""True"",""True""]","[""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""False"",""True"",""True""]","[""False"",""False"",""False"",""False"",""True"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False"",""False""]","[""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""False"",""True"",""True""]","[""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""True"",""False"",""True"",""True""]"
